Count of PPA,Borough,Gender,Age Group,Self Classified Ethnicity,Offence Type,Charged/Summonsed,Proceedings Date
1,Lambeth,Male,35 to 39,Black,Murder,Charge or Summons,June 2017
1,Redbridge,Male,35 to 39,Asian ,Murder,Charge or Summons,June 2017
1,Westminster,Male,25 to 29,Asian ,Murder,Charge or Summons,June 2017
1,Barnet,Male,20 to 24,Asian ,Murder,Charge or Summons,June 2017
1,Barnet,Male,20 to 24,Black,Murder,Charge or Summons,June 2017
1,Southwark,Male,20 to 24,Black,Murder,Charge or Summons,June 2017
1,Kingston Upon Thames,Male,45 to 49,White ,Murder,Charge or Summons,June 2017
1,Kingston Upon Thames,Female,20 to 24,White ,Murder,Charge or Summons,June 2017
1,Islington,Male,45 to 49,White ,Murder,Charge or Summons,June 2017
1,Newham,Male,50 to 54,Black,Murder,Charge or Summons,June 2017
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,July 2017
1,Croydon,Male,40 to 44,White ,Murder,Charge or Summons,July 2017
1,Croydon,Male,25 to 29,Black,Murder,Charge or Summons,July 2017
1,Greenwich,Male,15 to 19,Black,Murder,Charge or Summons,July 2017
1,Greenwich,Male,15 to 19,Black,Murder,Charge or Summons,July 2017
1,Lewisham,Male,50 to 54,Black,Murder,Charge or Summons,July 2017
1,Newham,Female,25 to 29,Asian ,Murder,Charge or Summons,July 2017
1,Havering,Male,20 to 24,Black,Murder,Charge or Summons,July 2017
1,Kingston Upon Thames,Male,30 to 34,Asian ,Murder,Charge or Summons,July 2017
1,Kingston Upon Thames,Male,25 to 29,Mixed,Murder,Charge or Summons,July 2017
1,Croydon,Male,30 to 34,White ,Murder,Charge or Summons,July 2017
1,Southwark,Male,30 to 34,Black,Murder,Charge or Summons,August 2017
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,August 2017
1,Islington,Male,20 to 24,White ,Murder,Charge or Summons,August 2017
1,Croydon,Male,30 to 34,White ,Murder,Charge or Summons,August 2017
1,Southwark,Male,20 to 24,Black,Murder,Charge or Summons,August 2017
1,Croydon,Male,15 to 19,Black,Murder,Charge or Summons,August 2017
1,Croydon,Female,15 to 19,Mixed,Murder,Charge or Summons,August 2017
1,Croydon,Male,15 to 19,Black,Murder,Charge or Summons,August 2017
1,Croydon,Male,15 to 19,Black,Murder,Charge or Summons,August 2017
1,Barnet,Male,25 to 29,White ,Murder,Charge or Summons,August 2017
1,Barnet,Male,25 to 29,White ,Murder,Charge or Summons,August 2017
1,Greenwich,Male,15 to 19,Black,Murder,Charge or Summons,September 2017
1,Enfield,Male,20 to 24,Mixed,Murder,Charge or Summons,September 2017
1,Tower Hamlets,Male,25 to 29,Asian ,Murder,Charge or Summons,September 2017
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,September 2017
1,Westminster,Male,20 to 24,Mixed,Murder,Charge or Summons,September 2017
1,Barking & Dagenham,Male,15 to 19,Black,Murder,Charge or Summons,September 2017
1,Barking & Dagenham,Male,15 to 19,Mixed,Murder,Charge or Summons,September 2017
1,Lambeth,Male,45 to 49,Black,Murder,Charge or Summons,September 2017
1,Newham,Male,35 to 39,White ,Murder,Charge or Summons,September 2017
1,Islington,Male,15 to 19,White ,Murder,Charge or Summons,September 2017
1,Islington,Male,15 to 19,White ,Murder,Charge or Summons,September 2017
1,Camden,Male,15 to 19,Black,Murder,Charge or Summons,September 2017
1,Ealing,Female,15 to 19,Asian ,Murder,Charge or Summons,October 2017
1,Barking & Dagenham,Male,20 to 24,White ,Murder,Charge or Summons,October 2017
1,Wandsworth,Male,15 to 19,Black,Murder,Charge or Summons,October 2017
1,Ealing,Male,20 to 24,Black,Murder,Charge or Summons,October 2017
1,Enfield,Male,20 to 24,White ,Murder,Charge or Summons,October 2017
1,Greenwich,Male,35 to 39,White ,Murder,Charge or Summons,October 2017
1,Wandsworth,Male,40 to 44,White ,Murder,Charge or Summons,October 2017
1,Wandsworth,Female,30 to 34,White ,Murder,Charge or Summons,October 2017
1,Lambeth,Male,30 to 34,Black,Murder,Charge or Summons,October 2017
1,Lambeth,Male,35 to 39,Black,Murder,Charge or Summons,October 2017
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,October 2017
1,Lambeth,Male,30 to 34,Black,Murder,Charge or Summons,October 2017
1,Havering,Male,45 to 49,White ,Murder,Charge or Summons,October 2017
1,Brent,Male,10 to 14,Black,Murder,Charge or Summons,October 2017
1,Brent,Male,10 to 14,Black,Murder,Charge or Summons,October 2017
1,Brent,Male,15 to 19,Mixed,Murder,Charge or Summons,October 2017
1,Wandsworth,Male,30 to 34,White ,Manslaughter,Charge or Summons,October 2017
1,Hammersmith & Fulham,Male,15 to 19,White ,Murder,Charge or Summons,October 2017
1,Hammersmith & Fulham,Male,15 to 19,Black,Murder,Charge or Summons,October 2017
1,Westminster,Male,15 to 19,White ,Murder,Charge or Summons,October 2017
1,Westminster,Male,15 to 19,Black,Murder,Charge or Summons,October 2017
1,Islington,Male,45 to 49,White ,Murder,Charge or Summons,October 2017
1,Islington,Male,45 to 49,White ,Murder,Charge or Summons,October 2017
1,Tower Hamlets,Male,25 to 29,White ,Murder,Charge or Summons,November 2017
1,Tower Hamlets,Male,25 to 29,Black,Murder,Charge or Summons,November 2017
1,Tower Hamlets,Male,25 to 29,Black,Murder,Charge or Summons,November 2017
1,Tower Hamlets,Male,30 to 34,Black,Murder,Charge or Summons,November 2017
1,Barking & Dagenham,Male,15 to 19,Black,Murder,Charge or Summons,November 2017
1,Newham,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,November 2017
1,Newham,Male,20 to 24,Other Ethnic groups,Murder,Charge or Summons,November 2017
1,Newham,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,November 2017
1,Newham,Male,20 to 24,Asian ,Murder,Charge or Summons,November 2017
1,Croydon,Male,40 to 44,White ,Manslaughter,Charge or Summons,November 2017
1,Merton,Male,55 to 59,White ,Murder,Charge or Summons,November 2017
1,Bromley,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,November 2017
1,Bromley,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,November 2017
1,Bromley,Male,10 to 14,Other Ethnic groups,Murder,Charge or Summons,November 2017
1,Bromley,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,November 2017
1,Tower Hamlets,Male,15 to 19,White ,Murder,Charge or Summons,December 2017
1,Greenwich,Male,25 to 29,Not stated,Murder,Charge or Summons,December 2017
1,Tower Hamlets,Male,20 to 24,Black,Murder,Charge or Summons,December 2017
1,Newham,Male,20 to 24,Black,Murder,Charge or Summons,December 2017
1,Ealing,Male,20 to 24,Black,Murder,Charge or Summons,December 2017
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,December 2017
1,Southwark,Male,60 to 64,Black,Murder,Charge or Summons,December 2017
1,Ealing,Male,20 to 24,Not stated,Murder,Charge or Summons,December 2017
1,Westminster,Male,60 to 64,White ,Manslaughter,Charge or Summons,January 2018
1,Barking & Dagenham,Male,20 to 24,Asian ,Murder,Charge or Summons,January 2018
1,Barking & Dagenham,Male,25 to 29,Black,Murder,Charge or Summons,January 2018
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,January 2018
1,Hounslow,Male,25 to 29,White ,Murder,Charge or Summons,January 2018
1,Croydon,Male,15 to 19,Black,Murder,Charge or Summons,January 2018
1,Croydon,Male,15 to 19,Black,Murder,Charge or Summons,January 2018
1,Ealing,Male,20 to 24,Black,Murder,Charge or Summons,January 2018
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,January 2018
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,January 2018
1,Enfield,Female,20 to 24,Black,Murder,Charge or Summons,January 2018
1,Hounslow,Male,35 to 39,Not stated,Murder,Charge or Summons,January 2018
1,Hounslow,Male,15 to 19,White ,Murder,Charge or Summons,January 2018
1,Haringey,Male,30 to 34,Black,Murder,Charge or Summons,January 2018
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,January 2018
1,Redbridge,Male,45 to 49,White ,Murder,Charge or Summons,January 2018
1,Barnet,Male,15 to 19,Black,Murder,Charge or Summons,January 2018
1,Haringey,Male,30 to 34,Black,Manslaughter,Charge or Summons,January 2018
1,Hammersmith & Fulham,Male,20 to 24,Mixed,Murder,Charge or Summons,January 2018
1,Hammersmith & Fulham,Male,20 to 24,Black,Murder,Charge or Summons,January 2018
1,Ealing,Female,25 to 29,Black,Murder,Charge or Summons,February 2018
1,Ealing,Male,30 to 34,Mixed,Murder,Charge or Summons,February 2018
1,Bromley,Male,15 to 19,Black,Murder,Charge or Summons,February 2018
1,Bromley,Male,15 to 19,Mixed,Murder,Charge or Summons,February 2018
1,Redbridge,Male,25 to 29,White ,Murder,Charge or Summons,February 2018
1,Redbridge,Male,25 to 29,White ,Murder,Charge or Summons,February 2018
1,Hackney,Male,15 to 19,White ,Murder,Charge or Summons,February 2018
1,Hammersmith & Fulham,Male,20 to 24,Black,Murder,Charge or Summons,February 2018
1,Redbridge,Male,30 to 34,Asian ,Murder,Charge or Summons,February 2018
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,February 2018
1,Camden,Female,40 to 44,White ,Murder,Charge or Summons,February 2018
1,Camden,Male,25 to 29,White ,Murder,Charge or Summons,February 2018
1,Redbridge,Male,55 to 59,Asian ,Murder,Charge or Summons,February 2018
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,February 2018
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,February 2018
1,Waltham Forest,Female,35 to 39,White ,Murder,Charge or Summons,February 2018
1,Merton,Male,20 to 24,White ,Murder,Charge or Summons,March 2018
1,Newham,Male,25 to 29,Other Ethnic groups,Murder,Charge or Summons,March 2018
1,Kensington & Chelsea,Male,45 to 49,Other Ethnic groups,Murder,Charge or Summons,March 2018
1,Redbridge,Male,25 to 29,White ,Murder,Charge or Summons,March 2018
1,Lambeth,Male,20 to 24,White ,Murder,Charge or Summons,March 2018
1,Newham,Male,10 to 14,Black,Murder,Charge or Summons,March 2018
1,Greenwich,Male,20 to 24,Black,Murder,Charge or Summons,March 2018
1,Greenwich,Male,20 to 24,Black,Murder,Charge or Summons,March 2018
1,Greenwich,Male,20 to 24,Black,Murder,Charge or Summons,March 2018
1,Greenwich,Male,20 to 24,Black,Murder,Charge or Summons,March 2018
1,Greenwich,Male,25 to 29,Black,Murder,Charge or Summons,March 2018
1,Ealing,Male,40 to 44,Black,Murder,Charge or Summons,March 2018
1,Westminster,Male,20 to 24,Asian ,Murder,Charge or Summons,March 2018
1,Hammersmith & Fulham,Male,30 to 34,White ,Murder,Charge or Summons,March 2018
1,Ealing,Male,20 to 24,Black,Murder,Charge or Summons,March 2018
1,Ealing,Male,20 to 24,Black,Murder,Charge or Summons,March 2018
1,Enfield,Male,15 to 19,Black,Murder,Charge or Summons,April 2018
1,Croydon,Male,20 to 24,Black,Murder,Charge or Summons,April 2018
1,Croydon,Male,20 to 24,Black,Murder,Charge or Summons,April 2018
1,Croydon,Male,25 to 29,Mixed,Murder,Charge or Summons,April 2018
1,Redbridge,Male,20 to 24,White ,Murder,Charge or Summons,April 2018
1,Hammersmith & Fulham,Male,20 to 24,Black,Murder,Charge or Summons,April 2018
1,Hammersmith & Fulham,Male,20 to 24,Not stated,Murder,Charge or Summons,April 2018
1,Hammersmith & Fulham,Male,20 to 24,Black,Murder,Charge or Summons,April 2018
1,Southwark,Male,25 to 29,White ,Murder,Charge or Summons,April 2018
1,Camden,Male,15 to 19,Black,Murder,Charge or Summons,April 2018
1,Camden,Male,15 to 19,White ,Murder,Charge or Summons,April 2018
1,Camden,Male,15 to 19,Mixed,Murder,Charge or Summons,April 2018
1,Camden,Male,15 to 19,Black,Murder,Charge or Summons,April 2018
1,Camden,Male,15 to 19,White ,Murder,Charge or Summons,April 2018
1,Camden,Male,15 to 19,Black,Murder,Charge or Summons,April 2018
1,Southwark,Male,35 to 39,White ,Murder,Charge or Summons,April 2018
1,Croydon,Male,15 to 19,Mixed,Murder,Charge or Summons,April 2018
1,Croydon,Male,10 to 14,Black,Murder,Charge or Summons,April 2018
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,April 2018
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,April 2018
1,Hounslow,Male,20 to 24,White ,Murder,Charge or Summons,April 2018
1,Hounslow,Female,15 to 19,White ,Murder,Charge or Summons,April 2018
1,Hackney,Male,25 to 29,Black,Murder,Charge or Summons,April 2018
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,April 2018
1,Newham,Male,20 to 24,White ,Murder,Charge or Summons,April 2018
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,April 2018
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,April 2018
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,April 2018
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,April 2018
1,Wandsworth,Male,20 to 24,White ,Murder,Charge or Summons,April 2018
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,April 2018
1,Barnet,Female,30 to 34,Black,Murder,Charge or Summons,April 2018
1,Merton,Male,30 to 34,Black,Murder,Charge or Summons,April 2018
1,Camden,Male,25 to 29,Black,Murder,Charge or Summons,May 2018
1,Tower Hamlets,Male,30 to 34,Black,Murder,Charge or Summons,May 2018
1,Tower Hamlets,Female,30 to 34,White ,Murder,Charge or Summons,May 2018
1,Tower Hamlets,Female,30 to 34,White ,Murder,Charge or Summons,May 2018
1,Redbridge,Male,20 to 24,White ,Murder,Charge or Summons,May 2018
1,Kensington & Chelsea,Male,15 to 19,Black,Murder,Charge or Summons,May 2018
1,Kensington & Chelsea,Male,15 to 19,Black,Murder,Charge or Summons,May 2018
1,Kensington & Chelsea,Male,15 to 19,Black,Murder,Charge or Summons,May 2018
1,Kensington & Chelsea,Male,15 to 19,Black,Murder,Charge or Summons,May 2018
1,Kensington & Chelsea,Male,15 to 19,Black,Murder,Charge or Summons,May 2018
1,Kensington & Chelsea,Male,15 to 19,Black,Murder,Charge or Summons,May 2018
1,Kensington & Chelsea,Male,15 to 19,Black,Murder,Charge or Summons,May 2018
1,Wandsworth,Male,45 to 49,White ,Murder,Charge or Summons,May 2018
1,Camden,Male,25 to 29,White ,Manslaughter,Charge or Summons,May 2018
1,Hillingdon,Male,15 to 19,Black,Murder,Charge or Summons,May 2018
1,Havering,Male,65 and over,White ,Murder,Charge or Summons,May 2018
1,Merton,Male,40 to 44,Asian ,Murder,Charge or Summons,May 2018
1,Bromley,Male,35 to 39,White ,Murder,Charge or Summons,May 2018
1,Haringey,Male,15 to 19,Asian ,Murder,Charge or Summons,June 2018
1,Enfield,Male,20 to 24,Black,Manslaughter,Charge or Summons,June 2018
1,Enfield,Male,25 to 29,Black,Manslaughter,Charge or Summons,June 2018
1,Enfield,Male,30 to 34,Black,Manslaughter,Charge or Summons,June 2018
1,Enfield,Male,60 to 64,Black,Manslaughter,Charge or Summons,June 2018
1,Enfield,Male,25 to 29,Black,Manslaughter,Charge or Summons,June 2018
1,Enfield,Male,15 to 19,Black,Manslaughter,Charge or Summons,June 2018
1,Enfield,Female,50 to 54,Black,Manslaughter,Charge or Summons,June 2018
1,Greenwich,Male,35 to 39,Black,Murder,Charge or Summons,June 2018
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,June 2018
1,Brent,Male,15 to 19,Asian ,Murder,Charge or Summons,June 2018
1,Brent,Male,15 to 19,White ,Murder,Charge or Summons,June 2018
1,Brent,Female,20 to 24,Black,Murder,Charge or Summons,June 2018
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,June 2018
1,Havering,Male,20 to 24,Black,Murder,Charge or Summons,June 2018
1,Havering,Male,20 to 24,Black,Murder,Charge or Summons,June 2018
1,Havering,Male,20 to 24,Black,Murder,Charge or Summons,June 2018
1,Newham,Male,15 to 19,Mixed,Murder,Charge or Summons,June 2018
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,June 2018
1,Waltham Forest,Male,60 to 64,White ,Murder,Charge or Summons,June 2018
1,Lewisham,Male,30 to 34,Not stated,Murder,Charge or Summons,June 2018
1,Waltham Forest,Male,15 to 19,Asian ,Murder,Charge or Summons,June 2018
1,Haringey,Male,35 to 39,Black,Murder,Charge or Summons,June 2018
1,Hillingdon,Male,50 to 54,Asian ,Murder,Charge or Summons,June 2018
1,Lambeth,Male,50 to 54,Black,Murder,Charge or Summons,June 2018
1,Islington,Male,20 to 24,Black,Murder,Charge or Summons,June 2018
1,Kensington & Chelsea,Male,10 to 14,White ,Murder,Charge or Summons,June 2018
1,Brent,Male,40 to 44,White ,Murder,Charge or Summons,June 2018
1,Greenwich,Male,50 to 54,White ,Murder,Charge or Summons,June 2018
1,Camden,Male,20 to 24,Asian ,Murder,Charge or Summons,July 2018
1,Ealing,Male,20 to 24,Asian ,Murder,Charge or Summons,July 2018
1,Barking & Dagenham,Male,20 to 24,Asian ,Murder,Charge or Summons,July 2018
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,July 2018
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,July 2018
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,July 2018
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,July 2018
1,Havering,Male,15 to 19,Black,Murder,Charge or Summons,July 2018
1,Southwark,Male,20 to 24,Black,Murder,Charge or Summons,July 2018
1,Lambeth,Male,20 to 24,Not stated,Murder,Charge or Summons,August 2018
1,Lambeth,Male,25 to 29,White ,Murder,Charge or Summons,August 2018
1,Greenwich,Male,30 to 34,White ,Murder,Charge or Summons,August 2018
1,Croydon,Male,25 to 29,Black,Murder,Charge or Summons,August 2018
1,Enfield,Male,15 to 19,Not stated,Murder,Charge or Summons,August 2018
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,August 2018
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,August 2018
1,Southwark,Male,65 and over,White ,Murder,Charge or Summons,August 2018
1,Southwark,Male,30 to 34,Black,Murder,Charge or Summons,August 2018
1,Barking & Dagenham,Male,50 to 54,Black,Murder,Charge or Summons,August 2018
1,Wandsworth,Male,40 to 44,Black,Murder,Charge or Summons,August 2018
1,Southwark,Male,65 and over,White ,Murder,Charge or Summons,August 2018
1,Waltham Forest,Male,15 to 19,White ,Murder,Charge or Summons,August 2018
1,Lewisham,Female,25 to 29,Black,Murder,Charge or Summons,August 2018
1,Westminster,Male,20 to 24,White ,Murder,Charge or Summons,September 2018
1,Westminster,Male,20 to 24,Other Ethnic groups,Murder,Charge or Summons,September 2018
1,Islington,Male,15 to 19,White ,Murder,Charge or Summons,September 2018
1,Ealing,Male,25 to 29,Black,Murder,Charge or Summons,September 2018
1,Hackney,Male,15 to 19,Not stated,Murder,Charge or Summons,September 2018
1,Tower Hamlets,Female,25 to 29,White ,Murder,Charge or Summons,September 2018
1,Kensington & Chelsea,Male,15 to 19,White ,Murder,Charge or Summons,September 2018
1,Kensington & Chelsea,Male,15 to 19,Black,Murder,Charge or Summons,September 2018
1,Lewisham,Male,25 to 29,Not stated,Murder,Charge or Summons,September 2018
1,Greenwich,Male,25 to 29,Black,Murder,Charge or Summons,September 2018
1,Enfield,Male,35 to 39,White ,Murder,Charge or Summons,September 2018
1,Enfield,Female,25 to 29,White ,Murder,Charge or Summons,September 2018
1,Bromley,Male,35 to 39,Not stated,Murder,Charge or Summons,September 2018
1,Haringey,Male,20 to 24,White ,Murder,Charge or Summons,September 2018
1,Islington,Male,20 to 24,Black,Murder,Charge or Summons,September 2018
1,Newham,Female,65 and over,Asian ,Murder,Charge or Summons,September 2018
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,October 2018
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,October 2018
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,October 2018
1,Waltham Forest,Male,20 to 24,Black,Murder,Charge or Summons,October 2018
1,Hillingdon,Male,25 to 29,White ,Murder,Charge or Summons,October 2018
1,Westminster,Female,15 to 19,Not stated,Manslaughter,Charge or Summons,October 2018
1,Wandsworth,Male,45 to 49,Not stated,Murder,Charge or Summons,October 2018
1,Wandsworth,Male,45 to 49,Black,Murder,Charge or Summons,October 2018
1,Tower Hamlets,Male,30 to 34,Asian ,Murder,Charge or Summons,October 2018
1,Bexley,Male,30 to 34,White ,Murder,Charge or Summons,November 2018
1,Islington,Male,20 to 24,White ,Murder,Charge or Summons,November 2018
1,Brent,Male,50 to 54,White ,Corporate Manslaughter,Charge or Summons,November 2018
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,November 2018
1,Newham,Male,20 to 24,Black,Murder,Charge or Summons,November 2018
1,Newham,Male,20 to 24,Mixed,Murder,Charge or Summons,November 2018
1,Newham,Male,20 to 24,Black,Murder,Charge or Summons,November 2018
1,Croydon,Female,20 to 24,White ,Murder,Charge or Summons,November 2018
1,Croydon,Male,20 to 24,White ,Murder,Charge or Summons,November 2018
1,Barking & Dagenham,Male,20 to 24,Black,Murder,Charge or Summons,November 2018
1,Barking & Dagenham,Male,15 to 19,White ,Murder,Charge or Summons,November 2018
1,Croydon,Male,15 to 19,Mixed,Murder,Charge or Summons,November 2018
1,Barking & Dagenham,Male,15 to 19,Black,Murder,Charge or Summons,November 2018
1,Barking & Dagenham,Male,10 to 14,Black,Murder,Charge or Summons,November 2018
1,Barking & Dagenham,Male,15 to 19,White ,Murder,Charge or Summons,November 2018
1,Barking & Dagenham,Male,15 to 19,White ,Murder,Charge or Summons,November 2018
1,Barking & Dagenham,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,November 2018
1,Barking & Dagenham,Male,20 to 24,Black,Murder,Charge or Summons,November 2018
1,Greenwich,Male,65 and over,Asian ,Murder,Charge or Summons,November 2018
1,Kingston Upon Thames,Male,15 to 19,White ,Murder,Charge or Summons,November 2018
1,Kingston Upon Thames,Male,15 to 19,Mixed,Murder,Charge or Summons,November 2018
1,Richmond Upon Thames,Male,50 to 54,White ,Murder,Charge or Summons,November 2018
1,Greenwich,Male,20 to 24,White ,Murder,Charge or Summons,November 2018
1,Greenwich,Male,25 to 29,White ,Murder,Charge or Summons,November 2018
1,Greenwich,Male,15 to 19,White ,Murder,Charge or Summons,November 2018
1,Greenwich,Male,25 to 29,White ,Murder,Charge or Summons,November 2018
1,Greenwich,Male,15 to 19,Mixed,Murder,Charge or Summons,November 2018
1,Greenwich,Male,20 to 24,White ,Murder,Charge or Summons,November 2018
1,Hillingdon,Male,25 to 29,Asian ,Murder,Charge or Summons,November 2018
1,Hillingdon,Male,35 to 39,Black,Murder,Charge or Summons,November 2018
1,Redbridge,Male,15 to 19,Black,Murder,Charge or Summons,November 2018
1,Redbridge,Male,15 to 19,Asian ,Murder,Charge or Summons,November 2018
1,Camden,Female,30 to 34,White ,Manslaughter,Charge or Summons,November 2018
1,Camden,Female,30 to 34,White ,Manslaughter,Charge or Summons,November 2018
1,Camden,Male,25 to 29,Black,Manslaughter,Charge or Summons,November 2018
1,Southwark,Male,45 to 49,White ,Murder,Charge or Summons,November 2018
1,Southwark,Male,30 to 34,White ,Murder,Charge or Summons,November 2018
1,Wandsworth,Male,15 to 19,Black,Murder,Charge or Summons,November 2018
1,Wandsworth,Male,15 to 19,Black,Murder,Charge or Summons,November 2018
1,Bromley,Male,20 to 24,Mixed,Murder,Charge or Summons,November 2018
1,Bromley,Male,20 to 24,Black,Murder,Charge or Summons,November 2018
1,Redbridge,Male,50 to 54,Asian ,Murder,Charge or Summons,November 2018
1,Wandsworth,Male,65 and over,Asian ,Murder,Charge or Summons,November 2018
1,Southwark,Male,55 to 59,White ,Murder,Charge or Summons,November 2018
1,Barking & Dagenham,Male,20 to 24,Mixed,Murder,Charge or Summons,December 2018
1,Islington,Male,40 to 44,Black,Murder,Charge or Summons,December 2018
1,Kingston Upon Thames,Male,25 to 29,Black,Murder,Charge or Summons,December 2018
1,Camden,Male,30 to 34,Mixed,Manslaughter,Charge or Summons,December 2018
1,Barnet,Female,40 to 44,White ,Murder,Charge or Summons,December 2018
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,December 2018
1,Ealing,Female,35 to 39,Black,Manslaughter,Charge or Summons,December 2018
1,Greenwich,Male,15 to 19,Mixed,Murder,Charge or Summons,December 2018
1,Barking & Dagenham,Male,15 to 19,Black,Murder,Charge or Summons,January 2019
1,Greenwich,Male,30 to 34,White ,Murder,Charge or Summons,January 2019
1,Barking & Dagenham,Male,20 to 24,Black,Murder,Charge or Summons,January 2019
1,Bromley,Female,15 to 19,White ,Murder,Charge or Summons,January 2019
1,Bromley,Male,15 to 19,Black,Murder,Charge or Summons,January 2019
1,Greenwich,Male,25 to 29,White ,Murder,Charge or Summons,January 2019
1,Haringey,Male,15 to 19,Mixed,Murder,Charge or Summons,January 2019
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,January 2019
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,January 2019
1,Southwark,Male,30 to 34,Black,Murder,Charge or Summons,January 2019
1,Tower Hamlets,Male,30 to 34,Asian ,Murder,Charge or Summons,January 2019
1,Waltham Forest,Male,15 to 19,Not stated,Murder,Charge or Summons,January 2019
1,Tower Hamlets,Male,45 to 49,Asian ,Murder,Charge or Summons,January 2019
1,Barnet,Male,35 to 39,White ,Murder,Charge or Summons,February 2019
1,Richmond Upon Thames,Male,35 to 39,White ,Murder,Charge or Summons,February 2019
1,Camden,Male,20 to 24,Black,Murder,Charge or Summons,February 2019
1,Southwark,Male,20 to 24,Black,Murder,Charge or Summons,February 2019
1,Waltham Forest,Male,20 to 24,Other Ethnic groups,Murder,Charge or Summons,March 2019
1,Waltham Forest,Male,20 to 24,Other Ethnic groups,Murder,Charge or Summons,March 2019
1,Barking & Dagenham,Male,25 to 29,Asian ,Corporate Manslaughter,Charge or Summons,March 2019
1,Kensington & Chelsea,Male,35 to 39,White ,Corporate Manslaughter,Charge or Summons,March 2019
1,Croydon,Male,20 to 24,Mixed,Murder,Charge or Summons,March 2019
1,Barking & Dagenham,Female,25 to 29,Asian ,Manslaughter,Charge or Summons,March 2019
1,Camden,Male,15 to 19,Black,Murder,Charge or Summons,March 2019
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,March 2019
1,Greenwich,Male,20 to 24,White ,Murder,Charge or Summons,March 2019
1,Greenwich,Male,30 to 34,White ,Murder,Charge or Summons,March 2019
1,Greenwich,Female,50 to 54,White ,Murder,Charge or Summons,March 2019
1,Greenwich,Female,25 to 29,White ,Murder,Charge or Summons,March 2019
1,Greenwich,Male,15 to 19,White ,Murder,Charge or Summons,March 2019
1,Greenwich,Male,15 to 19,White ,Murder,Charge or Summons,March 2019
1,Greenwich,Male,20 to 24,White ,Murder,Charge or Summons,March 2019
1,Greenwich,Male,55 to 59,White ,Murder,Charge or Summons,March 2019
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,March 2019
1,Westminster,Male,20 to 24,Not stated,Murder,Charge or Summons,March 2019
1,Westminster,Male,25 to 29,Asian ,Murder,Charge or Summons,March 2019
1,Westminster,Male,20 to 24,Other Ethnic groups,Murder,Charge or Summons,March 2019
1,Westminster,Male,20 to 24,Not stated,Murder,Charge or Summons,March 2019
1,Camden,Male,30 to 34,Black,Murder,Charge or Summons,March 2019
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,March 2019
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,March 2019
1,Tower Hamlets,Male,35 to 39,White ,Murder,Charge or Summons,March 2019
1,Redbridge,Male,15 to 19,Black,Murder,Charge or Summons,March 2019
1,Havering,Male,20 to 24,White ,Murder,Charge or Summons,March 2019
1,Havering,Male,15 to 19,Black,Murder,Charge or Summons,March 2019
