Count of PPA,Borough,Gender,Age Group,Self Classified Ethnicity,Offence Type,Charged/Summonsed,Proceedings Date
1,Westminster,Male,40 to 44,Not Recorded,Murder,Charge or Summons,January 2003
1,Haringey,Male,20 to 24,Not Recorded,Murder,Charge or Summons,January 2003
1,Westminster,Female,45 to 49,Not Recorded,Murder,Charge or Summons,January 2003
1,Westminster,Male,20 to 24,Not Recorded,Murder,Charge or Summons,January 2003
1,Waltham Forest,Male,20 to 24,Not Recorded,Murder,Charge or Summons,January 2003
1,Waltham Forest,Male,15 to 19,Not Recorded,Murder,Charge or Summons,January 2003
1,Tower Hamlets,Male,40 to 44,Not Recorded,Murder,Charge or Summons,January 2003
1,Tower Hamlets,Male,20 to 24,Not Recorded,Murder,Charge or Summons,January 2003
1,Hillingdon,Male,15 to 19,Not Recorded,Murder,Charge or Summons,January 2003
1,Hammersmith & Fulham,Male,35 to 39,Not Recorded,Murder,Charge or Summons,January 2003
1,Wandsworth,Male,20 to 24,Not Recorded,Murder,Charge or Summons,January 2003
1,Lambeth,Male,20 to 24,Not Recorded,Murder,Charge or Summons,February 2003
1,Ealing,Male,20 to 24,Not Recorded,Murder,Charge or Summons,February 2003
1,Ealing,Female,20 to 24,White ,Murder,Charge or Summons,February 2003
1,Westminster,Male,25 to 29,Not Recorded,Murder,Charge or Summons,February 2003
1,Ealing,Male,20 to 24,Not Recorded,Murder,Charge or Summons,February 2003
1,Ealing,Male,30 to 34,Not Recorded,Murder,Charge or Summons,February 2003
1,Haringey,Male,25 to 29,Not Recorded,Murder,Charge or Summons,February 2003
1,Haringey,Male,15 to 19,Not Recorded,Murder,Charge or Summons,February 2003
1,Camden,Male,50 to 54,Not Recorded,Murder,Charge or Summons,March 2003
1,Camden,Male,50 to 54,Not Recorded,Murder,Charge or Summons,March 2003
1,Camden,Male,50 to 54,Not Recorded,Murder,Charge or Summons,March 2003
1,Ealing,Male,30 to 34,Mixed,Murder,Charge or Summons,March 2003
1,Merton,Male,30 to 34,White ,Murder,Charge or Summons,March 2003
1,Camden,Male,35 to 39,Not Recorded,Murder,Charge or Summons,March 2003
1,Camden,Male,30 to 34,Not Recorded,Murder,Charge or Summons,March 2003
1,Haringey,Male,25 to 29,Black,Murder,Charge or Summons,March 2003
1,Barking & Dagenham,Male,35 to 39,White ,Murder,Charge or Summons,March 2003
1,Haringey,Male,40 to 44,Not Recorded,Murder,Charge or Summons,March 2003
1,Greenwich,Male,25 to 29,Other Ethnic groups,Murder,Charge or Summons,March 2003
1,Greenwich,Male,40 to 44,Not stated,Murder,Charge or Summons,March 2003
1,Redbridge,Male,40 to 44,Not Recorded,Murder,Charge or Summons,March 2003
1,Barnet,Male,25 to 29,Not Recorded,Murder,Charge or Summons,March 2003
1,Southwark,Male,35 to 39,Not Recorded,Murder,Charge or Summons,March 2003
1,Redbridge,Male,30 to 34,Not Recorded,Murder,Charge or Summons,March 2003
1,Southwark,Male,35 to 39,Not Recorded,Murder,Charge or Summons,March 2003
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,April 2003
1,Barking & Dagenham,Female,60 to 64,Not stated,Murder,Charge or Summons,April 2003
1,Tower Hamlets,Male,20 to 24,Not stated,Murder,Charge or Summons,April 2003
1,Westminster,Male,20 to 24,White ,Murder,Charge or Summons,April 2003
1,Waltham Forest,Male,30 to 34,Not stated,Murder,Charge or Summons,April 2003
1,Tower Hamlets,Male,20 to 24,White ,Murder,Charge or Summons,April 2003
1,Tower Hamlets,Male,25 to 29,White ,Murder,Charge or Summons,April 2003
1,Harrow,Male,20 to 24,Black,Murder,Charge or Summons,April 2003
1,Barking & Dagenham,Male,35 to 39,White ,Murder,Charge or Summons,April 2003
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,April 2003
1,Bromley,Male,40 to 44,White ,Murder,Charge or Summons,April 2003
1,Haringey,Male,25 to 29,White ,Murder,Charge or Summons,April 2003
1,Richmond Upon Thames,Female,30 to 34,White ,Murder,Charge or Summons,May 2003
1,Bexley,Male,20 to 24,White ,Murder,Charge or Summons,May 2003
1,Southwark,Male,40 to 44,White ,Murder,Charge or Summons,May 2003
1,Croydon,Male,30 to 34,Not stated,Murder,Charge or Summons,May 2003
1,Westminster,Female,30 to 34,White ,Murder,Charge or Summons,May 2003
1,Hillingdon,Male,30 to 34,White ,Murder,Charge or Summons,May 2003
1,Tower Hamlets,Female,40 to 44,Not stated,Murder,Charge or Summons,May 2003
1,Tower Hamlets,Male,20 to 24,Asian ,Murder,Charge or Summons,May 2003
1,Hounslow,Male,35 to 39,White ,Murder,Charge or Summons,May 2003
1,Greenwich,Female,15 to 19,White ,Murder,Charge or Summons,May 2003
1,Croydon,Male,25 to 29,Black,Murder,Charge or Summons,May 2003
1,Brent,Male,40 to 44,Black,Murder,Charge or Summons,May 2003
1,Haringey,Male,30 to 34,Black,Murder,Charge or Summons,June 2003
1,Brent,Male,35 to 39,White ,Murder,Charge or Summons,June 2003
1,Brent,Male,25 to 29,Black,Murder,Charge or Summons,June 2003
1,Haringey,Male,15 to 19,Black,Manslaughter,Charge or Summons,June 2003
1,Tower Hamlets,Male,30 to 34,White ,Murder,Charge or Summons,June 2003
1,Greenwich,Female,25 to 29,White ,Murder,Charge or Summons,June 2003
1,Greenwich,Male,30 to 34,White ,Murder,Charge or Summons,June 2003
1,Havering,Male,35 to 39,White ,Murder,Charge or Summons,June 2003
1,Havering,Male,20 to 24,White ,Murder,Charge or Summons,June 2003
1,Havering,Male,30 to 34,White ,Murder,Charge or Summons,June 2003
1,Waltham Forest,Male,25 to 29,Mixed,Murder,Charge or Summons,June 2003
1,Barnet,Male,35 to 39,Not stated,Murder,Charge or Summons,June 2003
1,Enfield,Male,30 to 34,Black,Murder,Charge or Summons,June 2003
1,Newham,Male,30 to 34,Not stated,Murder,Charge or Summons,June 2003
1,Newham,Male,25 to 29,Not stated,Murder,Charge or Summons,June 2003
1,Wandsworth,Male,20 to 24,White ,Murder,Charge or Summons,June 2003
1,Lambeth,Male,55 to 59,Not stated,Murder,Charge or Summons,June 2003
1,Croydon,Male,50 to 54,Asian ,Murder,Charge or Summons,June 2003
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,July 2003
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,July 2003
1,Haringey,Male,25 to 29,Black,Murder,Charge or Summons,July 2003
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,July 2003
1,Hackney,Male,35 to 39,Black,Murder,Charge or Summons,July 2003
1,Hackney,Female,30 to 34,Black,Murder,Charge or Summons,July 2003
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,July 2003
1,Ealing,Male,25 to 29,Asian ,Murder,Charge or Summons,July 2003
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,July 2003
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,July 2003
1,Greenwich,Male,15 to 19,White ,Murder,Charge or Summons,July 2003
1,Lewisham,Male,25 to 29,Black,Murder,Charge or Summons,July 2003
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,July 2003
1,Newham,Male,15 to 19,Not stated,Murder,Charge or Summons,July 2003
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,July 2003
1,Tower Hamlets,Male,20 to 24,White ,Murder,Charge or Summons,July 2003
1,Greenwich,Male,25 to 29,White ,Murder,Charge or Summons,July 2003
1,Greenwich,Male,25 to 29,White ,Murder,Charge or Summons,July 2003
1,Redbridge,Male,30 to 34,White ,Murder,Charge or Summons,July 2003
1,Hillingdon,Male,35 to 39,White ,Murder,Charge or Summons,July 2003
1,Croydon,Female,20 to 24,White ,Murder,Charge or Summons,July 2003
1,Haringey,Female,65 and over,Not stated,Murder,Charge or Summons,July 2003
1,Newham,Male,60 to 64,Not stated,Murder,Charge or Summons,July 2003
1,Newham,Male,60 to 64,Asian ,Murder,Charge or Summons,August 2003
1,Newham,Male,25 to 29,Asian ,Murder,Charge or Summons,August 2003
1,Hackney,Male,30 to 34,Black,Murder,Charge or Summons,August 2003
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,August 2003
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,August 2003
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,August 2003
1,Hackney,Male,15 to 19,Black,Murder,Charge or Summons,August 2003
1,Greenwich,Male,20 to 24,Other Ethnic groups,Murder,Charge or Summons,August 2003
1,Lewisham,Male,25 to 29,Black,Murder,Charge or Summons,August 2003
1,Lewisham,Male,35 to 39,Asian ,Murder,Charge or Summons,August 2003
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,August 2003
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,August 2003
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,August 2003
1,Haringey,Female,15 to 19,Black,Murder,Charge or Summons,August 2003
1,Newham,Male,15 to 19,White ,Murder,Charge or Summons,August 2003
1,Redbridge,Male,30 to 34,White ,Murder,Charge or Summons,August 2003
1,Redbridge,Male,55 to 59,White ,Murder,Charge or Summons,August 2003
1,Southwark,Male,25 to 29,Black,Murder,Charge or Summons,August 2003
1,Hounslow,Male,35 to 39,White ,Murder,Charge or Summons,August 2003
1,Southwark,Male,40 to 44,White ,Murder,Charge or Summons,August 2003
1,Croydon,Male,40 to 44,White ,Murder,Charge or Summons,August 2003
1,Newham,Male,30 to 34,Asian ,Murder,Charge or Summons,August 2003
1,Southwark,Male,35 to 39,White ,Murder,Charge or Summons,August 2003
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,August 2003
1,Hackney,Male,15 to 19,Asian ,Murder,Charge or Summons,August 2003
1,Tower Hamlets,Male,25 to 29,White ,Murder,Charge or Summons,August 2003
1,Tower Hamlets,Male,45 to 49,White ,Murder,Charge or Summons,August 2003
1,Westminster,Female,20 to 24,Mixed,Manslaughter,Charge or Summons,September 2003
1,Westminster,Female,20 to 24,Mixed,Manslaughter,Charge or Summons,September 2003
1,Ealing,Male,30 to 34,Asian ,Murder,Charge or Summons,September 2003
1,Hounslow,Male,50 to 54,White ,Murder,Charge or Summons,September 2003
1,Barking & Dagenham,Female,15 to 19,White ,Murder,Charge or Summons,September 2003
1,Hammersmith & Fulham,Male,15 to 19,White ,Murder,Charge or Summons,September 2003
1,Ealing,Male,25 to 29,Asian ,Murder,Charge or Summons,September 2003
1,Ealing,Female,20 to 24,Asian ,Murder,Charge or Summons,September 2003
1,Richmond Upon Thames,Female,20 to 24,Mixed,Murder,Charge or Summons,September 2003
1,Havering,Male,20 to 24,White ,Murder,Charge or Summons,September 2003
1,Lambeth,Male,15 to 19,Black,Manslaughter,Charge or Summons,September 2003
1,Lambeth,Male,15 to 19,Not stated,Manslaughter,Charge or Summons,September 2003
1,Southwark,Male,40 to 44,White ,Murder,Charge or Summons,September 2003
1,Southwark,Male,30 to 34,White ,Murder,Charge or Summons,September 2003
1,Lewisham,Male,10 to 14,Black,Murder,Charge or Summons,September 2003
1,Harrow,Male,25 to 29,White ,Murder,Charge or Summons,September 2003
1,Camden,Male,30 to 34,Not stated,Murder,Charge or Summons,September 2003
1,Southwark,Male,25 to 29,Black,Murder,Charge or Summons,October 2003
1,Hounslow,Male,15 to 19,White ,Murder,Charge or Summons,October 2003
1,Westminster,Male,25 to 29,Not stated,Manslaughter,Charge or Summons,October 2003
1,Barnet,Male,15 to 19,Black,Murder,Charge or Summons,October 2003
1,Barnet,Female,15 to 19,Black,Murder,Charge or Summons,October 2003
1,Barnet,Female,15 to 19,Black,Murder,Charge or Summons,October 2003
1,Barnet,Female,15 to 19,Black,Murder,Charge or Summons,October 2003
1,Barnet,Male,15 to 19,Black,Murder,Charge or Summons,October 2003
1,Barnet,Male,15 to 19,Black,Murder,Charge or Summons,October 2003
1,Barnet,Male,10 to 14,Black,Murder,Charge or Summons,October 2003
1,Hackney,Female,30 to 34,White ,Murder,Charge or Summons,October 2003
1,Croydon,Male,15 to 19,White ,Murder,Charge or Summons,October 2003
1,Greenwich,Male,30 to 34,White ,Murder,Charge or Summons,October 2003
1,Newham,Male,35 to 39,Black,Murder,Charge or Summons,October 2003
1,Hackney,Male,30 to 34,Not stated,Murder,Charge or Summons,October 2003
1,Waltham Forest,Male,30 to 34,Asian ,Murder,Charge or Summons,October 2003
1,Waltham Forest,Male,15 to 19,Asian ,Murder,Charge or Summons,October 2003
1,Waltham Forest,Male,20 to 24,Asian ,Murder,Charge or Summons,October 2003
1,Waltham Forest,Male,20 to 24,Asian ,Murder,Charge or Summons,October 2003
1,Waltham Forest,Male,20 to 24,Not stated,Murder,Charge or Summons,October 2003
1,Waltham Forest,Male,20 to 24,Asian ,Murder,Charge or Summons,October 2003
1,Islington,Male,50 to 54,White ,Murder,Charge or Summons,October 2003
1,Haringey,Male,30 to 34,Black,Murder,Charge or Summons,October 2003
1,Enfield,Female,20 to 24,Black,Murder,Charge or Summons,October 2003
1,Hammersmith & Fulham,Male,65 and over,White ,Murder,Charge or Summons,October 2003
1,Hounslow,Male,40 to 44,White ,Murder,Charge or Summons,October 2003
1,Enfield,Male,40 to 44,White ,Murder,Charge or Summons,October 2003
1,Newham,Male,45 to 49,Not stated,Murder,Charge or Summons,October 2003
1,Greenwich,Male,50 to 54,White ,Murder,Charge or Summons,October 2003
1,Redbridge,Male,15 to 19,Not stated,Murder,Charge or Summons,October 2003
1,Islington,Male,15 to 19,White ,Murder,Charge or Summons,October 2003
1,Hackney,Male,15 to 19,Black,Murder,Charge or Summons,November 2003
1,Redbridge,Male,30 to 34,White ,Murder,Charge or Summons,November 2003
1,Brent,Male,20 to 24,Asian ,Murder,Charge or Summons,November 2003
1,Lewisham,Male,20 to 24,Black,Murder,Charge or Summons,November 2003
1,Islington,Male,30 to 34,Mixed,Murder,Charge or Summons,November 2003
1,Lewisham,Male,50 to 54,White ,Murder,Charge or Summons,November 2003
1,Waltham Forest,Male,30 to 34,Asian ,Murder,Charge or Summons,November 2003
1,Croydon,Male,20 to 24,Asian ,Murder,Charge or Summons,November 2003
1,Croydon,Male,25 to 29,Asian ,Murder,Charge or Summons,November 2003
1,Croydon,Male,25 to 29,Asian ,Murder,Charge or Summons,November 2003
1,Croydon,Male,30 to 34,Asian ,Murder,Charge or Summons,November 2003
1,Brent,Male,45 to 49,Black,Murder,Charge or Summons,November 2003
1,Haringey,Male,35 to 39,Black,Murder,Charge or Summons,November 2003
1,Harrow,Male,15 to 19,White ,Murder,Charge or Summons,November 2003
1,Haringey,Female,50 to 54,White ,Murder,Charge or Summons,November 2003
1,Lambeth,Male,20 to 24,White ,Murder,Charge or Summons,November 2003
1,Haringey,Female,40 to 44,White ,Murder,Charge or Summons,November 2003
1,Haringey,Female,40 to 44,White ,Murder,Charge or Summons,November 2003
1,Greenwich,Male,35 to 39,White ,Murder,Charge or Summons,November 2003
1,Lewisham,Male,20 to 24,Black,Murder,Charge or Summons,November 2003
1,Lewisham,Male,20 to 24,Black,Murder,Charge or Summons,November 2003
1,Ealing,Male,20 to 24,White ,Murder,Charge or Summons,December 2003
1,Westminster,Male,15 to 19,White ,Murder,Recording Error,December 2003
1,Hackney,Male,30 to 34,Black,Murder,Charge or Summons,December 2003
1,Hackney,Male,30 to 34,Black,Murder,Charge or Summons,December 2003
1,Waltham Forest,Male,20 to 24,White ,Murder,Charge or Summons,December 2003
1,Ealing,Male,20 to 24,Not stated,Murder,Charge or Summons,December 2003
1,Kingston Upon Thames,Male,30 to 34,Black,Murder,Charge or Summons,December 2003
1,Kingston Upon Thames,Male,25 to 29,White ,Murder,Charge or Summons,December 2003
1,Kingston Upon Thames,Male,30 to 34,Black,Murder,Charge or Summons,December 2003
1,Tower Hamlets,Male,30 to 34,Asian ,Murder,Charge or Summons,December 2003
1,Hackney,Female,20 to 24,Black,Murder,Charge or Summons,December 2003
1,Croydon,Male,20 to 24,Asian ,Murder,Charge or Summons,December 2003
1,Hackney,Male,20 to 24,Not stated,Murder,Charge or Summons,December 2003
1,Havering,Male,35 to 39,Black,Murder,Charge or Summons,December 2003
1,Havering,Male,20 to 24,White ,Murder,Charge or Summons,December 2003
1,Havering,Male,20 to 24,White ,Murder,Charge or Summons,December 2003
1,Havering,Female,20 to 24,White ,Murder,Charge or Summons,December 2003
1,Tower Hamlets,Male,25 to 29,Asian ,Murder,Charge or Summons,December 2003
1,Greenwich,Male,45 to 49,Black,Murder,Charge or Summons,December 2003
1,Barking & Dagenham,Male,55 to 59,White ,Manslaughter,Charge or Summons,December 2003
1,Greenwich,Male,45 to 49,Black,Manslaughter,Charge or Summons,December 2003
1,Hillingdon,Male,20 to 24,White ,Murder,Charge or Summons,December 2003
1,Lambeth,Male,45 to 49,White ,Murder,Charge or Summons,December 2003
1,Haringey,Male,35 to 39,Not Recorded,Murder,Charge or Summons,January 2004
1,Hounslow,Male,50 to 54,White ,Murder,Charge or Summons,January 2004
1,Barking & Dagenham,Female,15 to 19,Other Ethnic groups,Murder,Charge or Summons,January 2004
1,Enfield,Male,30 to 34,White ,Murder,Charge or Summons,January 2004
1,Hackney,Male,30 to 34,White ,Murder,Charge or Summons,January 2004
1,Greenwich,Male,65 and over,Black,Murder,Charge or Summons,January 2004
1,Croydon,Male,25 to 29,Mixed,Murder,Charge or Summons,January 2004
1,Haringey,Female,40 to 44,White ,Murder,Charge or Summons,January 2004
1,Newham,Male,25 to 29,White ,Murder,Charge or Summons,January 2004
1,Croydon,Male,65 and over,White ,Murder,Charge or Summons,January 2004
1,Haringey,Male,35 to 39,Black,Murder,Charge or Summons,January 2004
1,Waltham Forest,Male,15 to 19,Mixed,Murder,Charge or Summons,January 2004
1,Haringey,Male,55 to 59,White ,Murder,Charge or Summons,January 2004
1,Hackney,Male,15 to 19,Black,Murder,Charge or Summons,January 2004
1,Merton,Male,30 to 34,Black,Murder,Charge or Summons,January 2004
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,January 2004
1,Lewisham,Male,35 to 39,Asian ,Murder,Charge or Summons,January 2004
1,Richmond Upon Thames,Male,25 to 29,White ,Murder,Charge or Summons,January 2004
1,Croydon,Male,35 to 39,White ,Manslaughter,Charge or Summons,January 2004
1,Barnet,Male,20 to 24,Black,Murder,Charge or Summons,February 2004
1,Barking & Dagenham,Male,25 to 29,Asian ,Murder,Charge or Summons,February 2004
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,February 2004
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,February 2004
1,Newham,Male,30 to 34,Asian ,Murder,Charge or Summons,February 2004
1,Newham,Male,15 to 19,Asian ,Murder,Charge or Summons,February 2004
1,Newham,Male,15 to 19,Asian ,Murder,Charge or Summons,February 2004
1,Newham,Male,15 to 19,Asian ,Murder,Charge or Summons,February 2004
1,Croydon,Male,35 to 39,Black,Murder,Charge or Summons,February 2004
1,Havering,Female,15 to 19,Not stated,Murder,Charge or Summons,February 2004
1,Havering,Female,25 to 29,Not stated,Murder,Charge or Summons,February 2004
1,Richmond Upon Thames,Male,25 to 29,Not stated,Murder,Charge or Summons,February 2004
1,Waltham Forest,Male,30 to 34,Not stated,Murder,Charge or Summons,February 2004
1,Croydon,Male,35 to 39,White ,Murder,Charge or Summons,March 2004
1,Brent,Male,25 to 29,Asian ,Murder,Charge or Summons,March 2004
1,Brent,Male,20 to 24,Asian ,Murder,Charge or Summons,March 2004
1,Brent,Male,20 to 24,Asian ,Murder,Charge or Summons,March 2004
1,Brent,Male,20 to 24,Asian ,Murder,Charge or Summons,March 2004
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,March 2004
1,Redbridge,Male,25 to 29,Asian ,Murder,Charge or Summons,March 2004
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,March 2004
1,Redbridge,Male,30 to 34,Asian ,Murder,Charge or Summons,March 2004
1,Hackney,Male,15 to 19,Black,Murder,Charge or Summons,March 2004
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,March 2004
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,March 2004
1,Enfield,Male,20 to 24,White ,Murder,Charge or Summons,March 2004
1,Enfield,Male,30 to 34,White ,Murder,Charge or Summons,March 2004
1,Bromley,Male,25 to 29,Black,Murder,Charge or Summons,March 2004
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,March 2004
1,Redbridge,Male,40 to 44,Not stated,Murder,Charge or Summons,March 2004
1,Redbridge,Male,35 to 39,Not stated,Murder,Charge or Summons,March 2004
1,Croydon,Male,10 to 14,White ,Manslaughter,Charge or Summons,March 2004
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,March 2004
1,Hillingdon,Male,20 to 24,Asian ,Murder,Charge or Summons,March 2004
1,Hillingdon,Male,20 to 24,Asian ,Murder,Charge or Summons,March 2004
1,Hillingdon,Male,20 to 24,Asian ,Murder,Charge or Summons,March 2004
1,Hillingdon,Male,25 to 29,Asian ,Murder,Charge or Summons,March 2004
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,March 2004
1,Hillingdon,Male,15 to 19,Black,Murder,Charge or Summons,March 2004
1,Hillingdon,Male,15 to 19,Not stated,Murder,Charge or Summons,March 2004
1,Hillingdon,Male,15 to 19,Black,Murder,Charge or Summons,March 2004
1,Greenwich,Male,30 to 34,White ,Murder,Charge or Summons,March 2004
1,Southwark,Male,30 to 34,White ,Murder,Charge or Summons,March 2004
1,Ealing,Female,25 to 29,White ,Murder,Charge or Summons,March 2004
1,Southwark,Male,35 to 39,White ,Murder,Charge or Summons,March 2004
1,Hackney,Female,35 to 39,White ,Murder,Charge or Summons,March 2004
1,Enfield,Male,30 to 34,White ,Murder,Charge or Summons,March 2004
1,Hounslow,Male,50 to 54,White ,Murder,Charge or Summons,April 2004
1,Waltham Forest,Male,40 to 44,White ,Murder,Charge or Summons,April 2004
1,Waltham Forest,Male,30 to 34,White ,Murder,Charge or Summons,April 2004
1,Hounslow,Male,50 to 54,White ,Murder,Charge or Summons,April 2004
1,Havering,Male,20 to 24,Mixed,Murder,Charge or Summons,April 2004
1,Southwark,Male,15 to 19,Asian ,Murder,Charge or Summons,April 2004
1,Lewisham,Male,45 to 49,Black,Murder,Charge or Summons,April 2004
1,Ealing,Male,15 to 19,White ,Murder,Charge or Summons,April 2004
1,Haringey,Male,55 to 59,White ,Murder,Charge or Summons,April 2004
1,Ealing,Male,35 to 39,White ,Murder,Charge or Summons,April 2004
1,Islington,Male,50 to 54,White ,Murder,Charge or Summons,April 2004
1,Hounslow,Male,25 to 29,White ,Murder,Charge or Summons,April 2004
1,Lambeth,Male,45 to 49,Black,Murder,Charge or Summons,April 2004
1,Haringey,Male,30 to 34,Not stated,Murder,Charge or Summons,April 2004
1,Wandsworth,Male,40 to 44,White ,Murder,Charge or Summons,April 2004
1,Wandsworth,Male,15 to 19,Black,Murder,Charge or Summons,April 2004
1,Lewisham,Male,10 to 14,White ,Murder,Charge or Summons,April 2004
1,Kensington & Chelsea,Male,15 to 19,White ,Murder,Charge or Summons,April 2004
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,April 2004
1,Redbridge,Male,25 to 29,Asian ,Murder,Charge or Summons,May 2004
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,May 2004
1,Haringey,Male,20 to 24,Mixed,Murder,Charge or Summons,May 2004
1,Brent,Male,25 to 29,White ,Murder,Charge or Summons,May 2004
1,Bexley,Male,25 to 29,White ,Murder,Charge or Summons,May 2004
1,Bexley,Male,25 to 29,White ,Murder,Charge or Summons,May 2004
1,Ealing,Male,15 to 19,White ,Murder,Charge or Summons,May 2004
1,Barking & Dagenham,Male,35 to 39,White ,Murder,Charge or Summons,May 2004
1,Hackney,Male,25 to 29,White ,Murder,Charge or Summons,May 2004
1,Sutton,Male,15 to 19,White ,Murder,Charge or Summons,May 2004
1,Waltham Forest,Male,40 to 44,White ,Manslaughter,Charge or Summons,May 2004
1,Waltham Forest,Male,35 to 39,White ,Manslaughter,Charge or Summons,May 2004
1,Brent,Male,35 to 39,Not stated,Murder,Charge or Summons,May 2004
1,Bromley,Male,20 to 24,White ,Murder,Charge or Summons,May 2004
1,Tower Hamlets,Male,20 to 24,White ,Murder,Charge or Summons,May 2004
1,Hammersmith & Fulham,Male,40 to 44,Black,Murder,Charge or Summons,May 2004
1,Ealing,Male,15 to 19,Mixed,Murder,Charge or Summons,May 2004
1,Ealing,Male,20 to 24,Black,Murder,Charge or Summons,May 2004
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,May 2004
1,Ealing,Male,20 to 24,Mixed,Murder,Charge or Summons,May 2004
1,Redbridge,Male,65 and over,Black,Murder,Charge or Summons,May 2004
1,Redbridge,Male,35 to 39,Black,Murder,Charge or Summons,May 2004
1,Camden,Male,25 to 29,White ,Murder,Charge or Summons,May 2004
1,Islington,Male,20 to 24,White ,Murder,Charge or Summons,May 2004
1,Islington,Male,15 to 19,White ,Murder,Charge or Summons,May 2004
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,June 2004
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,June 2004
1,Newham,Male,30 to 34,Black,Murder,Charge or Summons,June 2004
1,Waltham Forest,Male,20 to 24,Not stated,Murder,Charge or Summons,June 2004
1,Hackney,Male,15 to 19,Mixed,Murder,Charge or Summons,June 2004
1,Hackney,Male,20 to 24,Mixed,Murder,Charge or Summons,June 2004
1,Redbridge,Male,35 to 39,Not stated,Murder,Charge or Summons,June 2004
1,Hammersmith & Fulham,Male,65 and over,White ,Murder,Charge or Summons,June 2004
1,Tower Hamlets,Male,35 to 39,Not stated,Murder,Charge or Summons,June 2004
1,Waltham Forest,Male,35 to 39,Black,Murder,Charge or Summons,June 2004
1,Lambeth,Male,30 to 34,Black,Murder,Charge or Summons,June 2004
1,Southwark,Male,20 to 24,Asian ,Murder,Charge or Summons,June 2004
1,Brent,Female,15 to 19,White ,Murder,Charge or Summons,June 2004
1,Newham,Male,20 to 24,Mixed,Murder,Charge or Summons,June 2004
1,Newham,Male,15 to 19,Not stated,Murder,Charge or Summons,June 2004
1,Hackney,Male,25 to 29,White ,Murder,Charge or Summons,June 2004
1,Ealing,Male,30 to 34,White ,Murder,Charge or Summons,June 2004
1,Southwark,Female,40 to 44,Black,Murder,Charge or Summons,June 2004
1,Southwark,Female,25 to 29,Black,Murder,Charge or Summons,June 2004
1,Kingston Upon Thames,Male,30 to 34,Not stated,Murder,Charge or Summons,June 2004
1,Barking & Dagenham,Male,30 to 34,Black,Murder,Charge or Summons,June 2004
1,Lambeth,Male,30 to 34,Black,Murder,Charge or Summons,June 2004
1,Lambeth,Male,25 to 29,Black,Murder,Charge or Summons,June 2004
1,Westminster,Male,40 to 44,White ,Murder,Charge or Summons,June 2004
1,Hammersmith & Fulham,Male,15 to 19,Black,Murder,Charge or Summons,June 2004
1,Hammersmith & Fulham,Male,15 to 19,Black,Murder,Charge or Summons,June 2004
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,July 2004
1,Tower Hamlets,Male,25 to 29,White ,Murder,Charge or Summons,July 2004
1,Greenwich,Male,30 to 34,Black,Murder,Charge or Summons,July 2004
1,Kensington & Chelsea,Male,20 to 24,Other Ethnic groups,Murder,Charge or Summons,July 2004
1,Barking & Dagenham,Male,20 to 24,Not stated,Murder,Charge or Summons,July 2004
1,Barking & Dagenham,Male,20 to 24,Black,Murder,Charge or Summons,July 2004
1,Barking & Dagenham,Male,15 to 19,White ,Murder,Charge or Summons,July 2004
1,Lewisham,Male,20 to 24,White ,Murder,Charge or Summons,July 2004
1,Bexley,Male,35 to 39,White ,Murder,Charge or Summons,July 2004
1,Hackney,Male,40 to 44,Black,Murder,Charge or Summons,July 2004
